id,source,predicate,target,datasets,datasett,typelink,datasetspld,datasettpld
25037763,http://zbw.eu/stw/descriptor/18891-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Gesundheitsversorgung/,http://zbw.eu/stw/versions/latest/descriptor/18891-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25054657,http://zbw.eu/stw/descriptor/10956-1,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4117638-8,http://zbw.eu/stw/versions/latest/descriptor/10956-1/about,NULL,i,http://zbw.eu,http://d-nb.info
25054658,http://zbw.eu/stw/descriptor/10956-1,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10061708,http://zbw.eu/stw/versions/latest/descriptor/10956-1/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
25054679,http://zbw.eu/stw/descriptor/10956-1,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Competition%2BTheory/,http://zbw.eu/stw/versions/latest/descriptor/10956-1/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25054680,http://zbw.eu/stw/descriptor/10956-1,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Wettbewerbstheorie/,http://zbw.eu/stw/versions/latest/descriptor/10956-1/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25068607,http://zbw.eu/stw/descriptor/10803-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Hedging/,http://zbw.eu/stw/versions/latest/descriptor/10803-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25068608,http://zbw.eu/stw/descriptor/10803-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Hedging/,http://zbw.eu/stw/versions/latest/descriptor/10803-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25068610,http://zbw.eu/stw/descriptor/10803-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4123357-8,http://zbw.eu/stw/versions/latest/descriptor/10803-5/about,NULL,i,http://zbw.eu,http://d-nb.info
25068652,http://zbw.eu/stw/descriptor/13248-6,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Car%2Brental/,http://zbw.eu/stw/versions/latest/descriptor/13248-6/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25068653,http://zbw.eu/stw/descriptor/13248-6,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Autovermietung/,http://zbw.eu/stw/versions/latest/descriptor/13248-6/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
25068664,http://zbw.eu/stw/descriptor/13248-6,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4134274-4,http://zbw.eu/stw/versions/latest/descriptor/13248-6/about,NULL,i,http://zbw.eu,http://d-nb.info
